95001,95***,9****,*
99599,99***,9****,*
95683,95***,9****,*
93991,93***,9****,*
91915,91***,9****,*
99188,99***,9****,*
91331,91***,9****,*
92064,92***,9****,*
95442,95***,9****,*
93863,93***,9****,*
98402,98***,9****,*
98838,98***,9****,*
92607,92***,9****,*
93351,93***,9****,*
92329,92***,9****,*
95159,95***,9****,*
99582,99***,9****,*
99533,99***,9****,*
99539,99***,9****,*
92406,92***,9****,*
95769,95***,9****,*
98160,98***,9****,*
98698,98***,9****,*
94864,94***,9****,*
97076,97***,9****,*
95748,95***,9****,*
90667,90***,9****,*
97582,97***,9****,*
99485,99***,9****,*
93186,93***,9****,*
97751,97***,9****,*
92537,92***,9****,*
99440,99***,9****,*
99786,99***,9****,*
92522,92***,9****,*
98672,98***,9****,*
94014,94***,9****,*
97281,97***,9****,*
92578,92***,9****,*
91193,91***,9****,*
92374,92***,9****,*
96141,96***,9****,*
98857,98***,9****,*
99078,99***,9****,*
97370,97***,9****,*
95636,95***,9****,*
90313,90***,9****,*
98082,98***,9****,*
92442,92***,9****,*
93138,93***,9****,*
94371,94***,9****,*
99831,99***,9****,*
97839,97***,9****,*
96130,96***,9****,*
99072,99***,9****,*
90954,90***,9****,*
97570,97***,9****,*
94522,94***,9****,*
90218,90***,9****,*
99960,99***,9****,*
96648,96***,9****,*
96094,96***,9****,*
98808,98***,9****,*
97940,97***,9****,*
98825,98***,9****,*
91651,91***,9****,*
95461,95***,9****,*
93184,93***,9****,*
92300,92***,9****,*
94670,94***,9****,*
95314,95***,9****,*
97192,97***,9****,*
98647,98***,9****,*
97613,97***,9****,*
94596,94***,9****,*
93613,93***,9****,*
96375,96***,9****,*
98915,98***,9****,*
95626,95***,9****,*
90062,90***,9****,*
98423,98***,9****,*
90441,90***,9****,*
91549,91***,9****,*
98802,98***,9****,*
99241,99***,9****,*
93802,93***,9****,*
95364,95***,9****,*
97679,97***,9****,*
99166,99***,9****,*
92823,92***,9****,*
98727,98***,9****,*
96587,96***,9****,*
95472,95***,9****,*
97622,97***,9****,*
95901,95***,9****,*
91522,91***,9****,*
94556,94***,9****,*
93485,93***,9****,*
91260,91***,9****,*
99757,99***,9****,*
98455,98***,9****,*
99947,99***,9****,*
92867,92***,9****,*
96283,96***,9****,*
93440,93***,9****,*
98893,98***,9****,*
92254,92***,9****,*
94127,94***,9****,*
91523,91***,9****,*
94632,94***,9****,*
91556,91***,9****,*
99653,99***,9****,*
97219,97***,9****,*
93603,93***,9****,*
98303,98***,9****,*
91803,91***,9****,*
91631,91***,9****,*
98487,98***,9****,*
96560,96***,9****,*
95681,95***,9****,*
99030,99***,9****,*
91453,91***,9****,*
92200,92***,9****,*
96339,96***,9****,*
91184,91***,9****,*
91734,91***,9****,*
97061,97***,9****,*
94514,94***,9****,*
94445,94***,9****,*
90178,90***,9****,*
94727,94***,9****,*
94955,94***,9****,*
96425,96***,9****,*
95140,95***,9****,*
99563,99***,9****,*
90269,90***,9****,*
95834,95***,9****,*
91239,91***,9****,*
93585,93***,9****,*
96854,96***,9****,*
92972,92***,9****,*
94044,94***,9****,*
93552,93***,9****,*
90982,90***,9****,*
94100,94***,9****,*
95801,95***,9****,*
92597,92***,9****,*
90459,90***,9****,*
96543,96***,9****,*
92621,92***,9****,*
98503,98***,9****,*
93220,93***,9****,*
95893,95***,9****,*
92460,92***,9****,*
94500,94***,9****,*
98473,98***,9****,*
92170,92***,9****,*
95463,95***,9****,*
98165,98***,9****,*
98786,98***,9****,*
98232,98***,9****,*
93955,93***,9****,*
99632,99***,9****,*
92666,92***,9****,*
91042,91***,9****,*
98524,98***,9****,*
91888,91***,9****,*
96823,96***,9****,*
94724,94***,9****,*
99238,99***,9****,*
93451,93***,9****,*
95352,95***,9****,*
93555,93***,9****,*
97026,97***,9****,*
97175,97***,9****,*
99558,99***,9****,*
93200,93***,9****,*
99761,99***,9****,*
98291,98***,9****,*
97095,97***,9****,*
99613,99***,9****,*
90462,90***,9****,*
90145,90***,9****,*
92444,92***,9****,*
97066,97***,9****,*
91346,91***,9****,*
97319,97***,9****,*
92581,92***,9****,*
99729,99***,9****,*
97305,97***,9****,*
93072,93***,9****,*
91906,91***,9****,*
95176,95***,9****,*
95509,95***,9****,*
91092,91***,9****,*
99198,99***,9****,*
92994,92***,9****,*
94551,94***,9****,*
90707,90***,9****,*
96487,96***,9****,*
97527,97***,9****,*
96616,96***,9****,*
99661,99***,9****,*
95282,95***,9****,*
90454,90***,9****,*
99681,99***,9****,*
99520,99***,9****,*
99581,99***,9****,*
96594,96***,9****,*
93709,93***,9****,*
95654,95***,9****,*
97539,97***,9****,*
94964,94***,9****,*
95213,95***,9****,*
96591,96***,9****,*
94530,94***,9****,*
96583,96***,9****,*
98403,98***,9****,*
96246,96***,9****,*
99628,99***,9****,*
91069,91***,9****,*
98400,98***,9****,*
97288,97***,9****,*
95320,95***,9****,*
95446,95***,9****,*
92697,92***,9****,*
94476,94***,9****,*
96396,96***,9****,*
